Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Estimates Start After
Ireland,General government revenue,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Fiscal projections are based on the 2015 budget. The fiscal projections are adjusted for differences between the IMF staff?s macroeconomic projections and those of the Irish authorities. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Data are provided with ESA 2010 and mapped to GFS Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds;Other; Valuation of public debt: Nominal value Primary domestic currency: Euro Data last updated: 09/2015,4.822,5.988,7.495,8.64,9.607,11.745,12.115,12.401,13.581,13.83,15.101,16.247,17.579,18.066,19.626,20.483,23.153,27.652,29.467,33.707,38.676,40.765,44.449,48.611,53.854,59.343,67.776,71.23,65.389,56.653,55.486,57.319,59.083,60.837,64.695,2014
Ireland,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,37.364,38.463,39.863,36.687,36.389,35.692,33.443,32.696,33.345,34.483,34.912,36.651,36.147,34.865,33.437,33.394,32.953,33.792,33.902,34.222,2014
Ireland,General government total expenditure,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Fiscal projections are based on the 2015 budget. The fiscal projections are adjusted for differences between the IMF staff?s macroeconomic projections and those of the Irish authorities. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Data are provided with ESA 2010 and mapped to GFS Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds;Other; Valuation of public debt: Nominal value Primary domestic currency: Euro Data last updated: 09/2015,6.191,7.759,9.741,10.789,11.684,14.313,14.8,14.668,14.837,14.564,16.096,17.323,18.743,19.226,20.499,21.628,23.319,26.697,27.852,31.486,33.486,39.631,44.903,48,51.699,56.672,62.614,70.777,78.534,80.01,108.953,78.907,72.984,70.804,72.324,2014
Ireland,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39.453,38.738,38.487,34.677,33.991,30.902,32.513,33.03,32.926,33.103,33.341,33.859,35.917,41.874,47.222,65.572,45.365,41.742,39.456,38.257,2014
Ireland,General government net lending/borrowing,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Fiscal projections are based on the 2015 budget. The fiscal projections are adjusted for differences between the IMF staff?s macroeconomic projections and those of the Irish authorities. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Data are provided with ESA 2010 and mapped to GFS Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds;Other; Valuation of public debt: Nominal value Primary domestic currency: Euro Data last updated: 09/2015,-1.368,-1.771,-2.245,-2.149,-2.077,-2.568,-2.686,-2.267,-1.256,-0.734,-0.996,-1.077,-1.164,-1.16,-0.873,-1.146,-0.166,0.954,1.615,2.221,5.19,1.134,-0.454,0.611,2.155,2.671,5.162,0.453,-13.145,-23.357,-53.467,-21.588,-13.901,-9.967,-7.629,2014
Ireland,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.09,-0.275,1.376,2.01,2.398,4.79,0.93,-0.334,0.419,1.38,1.571,2.792,0.23,-7.009,-13.785,-32.178,-12.411,-7.95,-5.554,-4.035,2014
Ireland,General government structural balance,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Fiscal projections are based on the 2015 budget. The fiscal projections are adjusted for differences between the IMF staff?s macroeconomic projections and those of the Irish authorities. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Data are provided with ESA 2010 and mapped to GFS Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds;Other; Valuation of public debt: Nominal value Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.461,2.873,-1.759,-2.085,-2.177,-4.565,-6.828,-9.669,-17.711,-23.186,-19.026,-15.338,-11.091,-8.534,-6.917,-4.803,2014
Ireland,General government structural balance,Percent of potential GDP,,See notes for:  General government structural balance (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.732,2.71,-1.464,-1.554,-1.518,-3.004,-4.177,-5.552,-9.858,-13.141,-11.011,-8.847,-6.123,-4.595,-3.68,-2.478,2014
Ireland,General government primary net lending/borrowing,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Fiscal projections are based on the 2015 budget. The fiscal projections are adjusted for differences between the IMF staff?s macroeconomic projections and those of the Irish authorities. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Data are provided with ESA 2010 and mapped to GFS Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds;Other; Valuation of public debt: Nominal value Primary domestic currency: Euro Data last updated: 09/2015,-0.589,-0.704,-0.716,-0.405,-0.119,-0.251,-0.371,0.201,1.227,1.762,1.909,1.85,1.746,1.697,1.942,1.573,2.459,3.661,4.306,4.411,6.936,2.443,1.073,2.105,3.648,4.116,6.516,1.665,-11.856,-20.926,-49.399,-16.62,-7.579,-3.317,-1.046,2014
Ireland,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.868,4.085,5.277,5.361,4.762,6.401,2.004,0.789,1.444,2.336,2.422,3.524,0.845,-6.321,-12.351,-29.73,-9.555,-4.335,-1.848,-0.553,2014
Ireland,General government net debt,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Fiscal projections are based on the 2015 budget. The fiscal projections are adjusted for differences between the IMF staff?s macroeconomic projections and those of the Irish authorities. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Data are provided with ESA 2010 and mapped to GFS Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds;Other; Valuation of public debt: Nominal value Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,27.464,25.547,30.62,31.763,30.196,29.807,26.478,27.983,42.136,61.984,110.711,134.953,151.531,161.062,166.693,2014
Ireland,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25.345,20.959,22.524,21.788,19.335,17.536,14.318,14.201,22.467,36.583,66.63,77.586,86.666,89.754,88.176,2014
Ireland,General government gross debt,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Fiscal projections are based on the 2015 budget. The fiscal projections are adjusted for differences between the IMF staff?s macroeconomic projections and those of the Irish authorities. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Data are provided with ESA 2010 and mapped to GFS Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds;Other; Valuation of public debt: Nominal value Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34.194,36.004,37.041,41.128,41.673,43.061,42.064,42.735,42.556,43.213,39.094,40.524,41.539,43.556,44.056,44.379,43.692,47.148,79.605,104.667,144.227,190.123,210.238,215.328,203.319,2014
Ireland,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,78.549,69.879,61.608,52.983,46.652,36.078,33.246,30.556,29.878,28.209,26.109,23.627,23.926,42.445,61.775,86.801,109.304,120.242,119.995,107.55,2014
Ireland,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Fiscal projections are based on the 2015 budget. The fiscal projections are adjusted for differences between the IMF staff?s macroeconomic projections and those of the Irish authorities. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Data are provided with ESA 2010 and mapped to GFS Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds;Other; Valuation of public debt: Nominal value Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,54.82,60.195,69.367,80.32,92.629,108.36,121.893,135.946,145.78,156.176,169.978,184.923,197.054,187.547,169.432,166.158,173.94,174.845,179.448,189.046,2014
Ireland,Current account balance,U.S. dollars,Billions,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2014 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Euro Data last updated: 09/2015",-2.262,-2.58,-1.872,-1.155,-1.027,-0.692,-0.82,-0.088,0.094,-0.494,-0.372,0.34,0.545,1.83,1.496,1.716,2.025,1.947,0.703,0.242,-0.35,-0.678,-1.255,-0.368,-1.17,-7.235,-8.193,-14.44,-15.73,-7.139,1.25,1.913,-3.456,7.379,9.08,2014
Ireland,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-10.571,-12.683,-8.801,-5.628,-5.176,-3.294,-2.89,-0.261,0.255,-1.3,-0.775,0.698,0.995,3.605,2.683,2.48,2.669,2.351,0.78,0.245,-0.351,-0.621,-0.981,-0.223,-0.603,-3.423,-3.532,-5.354,-5.726,-3.033,0.568,0.791,-1.538,3.097,3.62,2014
Italy,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2014 National accounts manual used: ESA2010 GDP valuation: Gross domestic product, chained Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 09/2015","1,048.21","1,057.05","1,061.43","1,073.84","1,108.48","1,139.49","1,172.08","1,209.50","1,260.23","1,302.93","1,329.67","1,350.07","1,360.50","1,348.42","1,377.43","1,409.62","1,427.76","1,453.97","1,477.48","1,500.55","1,556.22","1,583.81","1,587.78","1,590.21","1,615.38","1,630.72","1,663.44","1,687.96","1,670.24","1,578.69","1,605.69","1,615.12","1,570.37","1,543.70","1,537.13",2014
Italy,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.43,0.844,0.414,1.169,3.226,2.798,2.86,3.192,4.194,3.388,2.053,1.534,0.773,-0.888,2.152,2.337,1.287,1.836,1.617,1.561,3.71,1.773,0.251,0.153,1.583,0.95,2.006,1.474,-1.05,-5.481,1.711,0.587,-2.77,-1.698,-0.426,2014
Italy,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2014 National accounts manual used: ESA2010 GDP valuation: Gross domestic product, chained Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 09/2015",207.538,248.609,293.427,341.674,390.65,438.426,484.734,530.266,589.253,646.974,704.25,769.298,809.602,833.889,882.002,985.342,"1,043.47","1,090.27","1,135.93","1,172.37","1,239.76","1,299.41","1,346.36","1,391.31","1,449.02","1,490.41","1,549.19","1,610.31","1,632.93","1,573.65","1,605.69","1,638.86","1,615.13","1,609.46","1,616.25",2014
Italy,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",470.097,426.296,421.333,437.189,431.906,446.173,631.896,793.07,878.629,913.648,"1,140.33","1,204.94","1,278.12","1,027.93","1,060.16","1,171.94","1,309.80","1,241.04","1,268.51","1,250.70","1,145.56","1,163.78","1,271.53","1,573.34","1,801.57","1,856.68","1,945.23","2,207.14","2,403.21","2,191.78","2,130.59","2,280.32","2,076.37","2,137.62","2,147.74",2014
Italy,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",19.799,23.519,27.645,31.818,35.242,38.475,41.357,43.842,46.758,49.655,52.964,56.982,59.508,61.842,64.032,69.901,73.084,74.986,76.883,78.129,79.665,82.043,84.795,87.493,89.701,91.396,93.131,95.399,97.766,99.681,100,101.47,102.85,104.26,105.148,2014
Italy,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","18,588.99","18,715.78","18,778.32","18,984.77","19,596.48","20,136.56","20,708.96","21,371.27","22,261.77","22,999.92","23,453.30","23,792.16","23,963.87","23,730.84","24,232.46","24,797.83","25,117.04","25,563.70","25,964.31","26,367.45","27,338.80","27,805.32","27,861.93","27,834.60","28,095.62","28,176.74","28,648.30","28,990.97","28,476.73","26,757.19","27,127.73","27,206.70","26,439.82","25,864.06","25,288.87",2014
Italy,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,680.50","4,401.77","5,191.19","6,040.59","6,906.20","7,747.64","8,564.53","9,369.57","10,409.11","11,420.71","12,421.87","13,557.32","14,260.35","14,675.65","15,516.62","17,334.02","18,356.61","19,169.19","19,962.10","20,600.67","21,779.38","22,812.43","23,625.53","24,353.24","25,202.08","25,752.32","26,680.58","27,657.21","27,840.65","26,671.84","27,127.73","27,606.56","27,193.41","26,965.82","26,590.69",2014
Italy,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","8,336.75","7,547.84","7,454.05","7,729.23","7,635.56","7,884.54","11,164.67","14,013.20","15,520.91","16,128.17","20,113.57","21,234.57","22,512.90","18,090.63","18,650.92","20,616.55","23,041.84","21,819.91","22,292.00","21,977.11","20,124.62","20,431.35","22,312.40","27,539.32","31,333.85","32,081.08","33,501.43","37,907.95","40,973.49","37,148.47","35,995.62","38,411.98","34,959.13","35,814.81","35,334.82",2014
